Date,SPY,QQQ,VIX,TNX,TAIEX,TSMC,USDJPY,GLD
2010-01-04,85.02796173095703,40.34160232543945,20.040000915527344,3.8410000801086426,8207.8095703125,39.941993713378906,92.49500274658203,109.80000305175781
2010-01-05,85.2530288696289,40.34160232543945,19.350000381469727,3.755000114440918,8211.3603515625,39.6958122253418,91.58499908447266,109.69999694824219
2010-01-06,85.31307220458984,40.098243713378906,19.15999984741211,3.808000087738037,8327.580078125,39.941993713378906,92.35600280761719,111.51000213623047
2010-01-07,85.67317199707031,40.12431335449219,19.059999465942383,3.822000026702881,8237.3798828125,39.51118469238281,93.38999938964844,110.81999969482422
2010-01-08,85.95828247070312,40.45458221435547,18.1299991607666,3.808000087738037,8280.8603515625,39.38809585571289,92.66000366210938,111.37000274658203
2010-01-11,86.0783462524414,40.28943634033203,17.549999237060547,3.818000078201294,8323.7802734375,39.6958122253418,92.09200286865234,112.8499984741211
2010-01-12,85.27555084228516,39.785396575927734,18.25,3.7190001010894775,8309.330078125,39.141929626464844,91.08000183105469,110.48999786376953
2010-01-13,85.99576568603516,40.28075408935547,17.850000381469727,3.7829999923706055,8196.51953125,38.64956283569336,91.43299865722656,111.54000091552734
2010-01-14,86.22835540771484,40.315528869628906,17.6299991607666,3.7339999675750732,8289.9404296875,38.89574432373047,91.26699829101562,112.02999877929688
2010-01-15,85.26055908203125,39.846229553222656,17.90999984741211,3.6760001182556152,8356.849609375,39.080379486083984,90.75,110.86000061035156
2010-01-19,86.32592010498047,40.48931121826172,17.579999923706055,3.7070000171661377,8248.9599609375,38.464935302734375,91.1989974975586,111.5199966430664
2010-01-20,85.44810485839844,39.907047271728516,18.68000030517578,3.6589999198913574,8220.8896484375,38.77265548706055,91.19200134277344,108.94000244140625
2010-01-21,83.80500793457031,39.53337097167969,22.270000457763672,3.6110000610351562,8127.83251953125,38.526485443115234,90.39299774169922,107.37000274658203
2010-01-22,81.93682861328125,38.377525329589844,27.309999465942383,3.5980000495910645,7927.27294921875,37.60332107543945,89.80999755859375,107.16999816894531
2010-01-25,82.35701751708984,38.50790023803711,25.40999984741211,3.630000114440918,7872.95361328125,37.172515869140625,90.41500091552734,107.4800033569336
2010-01-26,82.01187133789062,38.54266357421875,24.549999237060547,3.630000114440918,7598.77490234375,36.987884521484375,89.62999725341797,107.55999755859375
2010-01-27,82.40199279785156,38.84682083129883,23.139999389648438,3.6440000534057617,7559.99462890625,36.68015670776367,89.94999694824219,106.52999877929688
2010-01-28,81.45662689208984,37.847412109375,23.729999542236328,3.6579999923706055,7694.544921875,36.92634201049805,89.77799987792969,106.4800033569336
2010-01-29,80.57139587402344,37.186920166015625,24.6200008392334,3.6089999675750732,7640.40478515625,37.84949493408203,90.2699966430664,105.95999908447266
2010-02-01,81.8243179321289,37.595367431640625,22.59000015258789,3.6540000438690186,7524.63525390625,36.80324935913086,90.76000213623047,108.3499984741211
2010-02-02,82.8146743774414,37.93430709838867,21.479999542236328,3.634999990463257,7429.57568359375,36.31089782714844,90.4280014038086,109.12999725341797
2010-02-03,82.40199279785156,38.14287567138672,21.600000381469727,3.703000068664551,7547.94482421875,36.80324935913086,90.83999633789062,108.69999694824219
2010-02-04,79.85860443115234,37.0391845703125,26.079999923706055,3.609999895095825,7542.00537109375,36.37244415283203,89.41000366210938,104.37000274658203
2010-02-05,80.02365112304688,37.35204315185547,26.110000610351562,3.5460000038146973,7217.796875,35.203102111816406,89.22000122070312,104.68000030517578
2010-02-08,79.44596099853516,37.082618713378906,26.510000228881836,3.5920000076293945,7215.8466796875,35.32619094848633,89.22000122070312,104.04000091552734
2010-02-09,80.44380187988281,37.465030670166016,26.0,3.632999897003174,7361.00634765625,36.064727783203125,89.76799774169922,105.41000366210938
2010-02-10,80.28623962402344,37.38680648803711,25.399999618530273,3.694000005722046,7441.8056640625,35.94163513183594,89.93000030517578,105.12000274658203
2010-02-11,81.12654113769531,37.95168685913086,23.959999084472656,3.7330000400543213,,,89.80999755859375,107.12999725341797
2010-02-12,81.05900573730469,38.0298957824707,22.729999542236328,3.693000078201294,,,89.94999694824219,107.04000091552734
2010-02-16,82.33445739746094,38.51656723022461,22.25,3.6640000343322754,,,90.24400329589844,109.62000274658203
2010-02-17,82.7246322631836,38.733829498291016,21.719999313354492,3.742000102996826,,,91.05000305175781,109.25
2010-02-18,83.21232604980469,38.97718048095703,20.6299991607666,3.802999973297119,,,91.97699737548828,109.9800033569336
2010-02-19,83.38485717773438,38.95979690551758,20.020000457763672,3.7820000648498535,,,91.54000091552734,109.47000122070312
2010-02-22,83.3998794555664,38.88158416748047,19.940000534057617,3.7990000247955322,7560.0048828125,36.31089782714844,91.23500061035156,109.06999969482422
2010-02-23,82.3869857788086,38.377525329589844,21.3700008392334,3.690999984741211,7597.40478515625,36.80324935913086,90.16000366210938,107.88999938964844
2010-02-24,83.14478302001953,38.76860427856445,20.270000457763672,3.694999933242798,7529.63525390625,36.003177642822266,90.27899932861328,107.36000061035156
2010-02-25,83.0322036743164,38.75990676879883,20.100000381469727,3.6419999599456787,7426.92578125,35.81855010986328,89.2699966430664,108.30999755859375
2010-02-26,83.08477783203125,38.898948669433594,19.5,3.5950000286102295,7436.06591796875,36.18781661987305,88.9209976196289,109.43000030517578
2010-03-01,83.94757843017578,39.46384048461914,19.260000228881836,3.6059999465942383,7577.71484375,36.68015670776367,89.1500015258789,109.43000030517578
2010-03-02,84.18016052246094,39.585506439208984,19.059999465942383,3.614000082015991,7597.5849609375,36.86479568481445,88.73999786376953,111.0199966430664
2010-03-03,84.25518035888672,39.62896728515625,18.829999923706055,3.625,7629.48486328125,36.92634201049805,88.56999969482422,111.62999725341797
2010-03-04,84.51026153564453,39.75932312011719,18.719999313354492,3.6059999465942383,7569.7646484375,36.43399429321289,89.16000366210938,110.83000183105469
2010-03-05,85.71820831298828,40.35898208618164,17.420000076293945,3.681999921798706,7666.224609375,37.172515869140625,90.22000122070312,110.80999755859375
2010-03-08,85.73320007324219,40.43717575073242,17.790000915527344,3.7079999446868896,7762.234375,37.66487121582031,90.28600311279297,109.87999725341797
2010-03-09,85.87574005126953,40.66314697265625,17.920000076293945,3.7009999752044678,7770.55419921875,37.726417541503906,89.98899841308594,109.72000122070312
2010-03-10,86.25838470458984,40.9933967590332,18.56999969482422,3.7200000286102295,7779.04443359375,37.78795623779297,90.47000122070312,108.47000122070312
2010-03-11,86.61849212646484,41.14982223510742,18.059999465942383,3.7200000286102295,7749.62451171875,37.78795623779297,90.64800262451172,108.5999984741211
2010-03-12,86.62600708007812,41.15849685668945,17.579999923706055,3.7100000381469727,7748.29443359375,37.41869354248047,90.54000091552734,107.94999694824219
2010-03-15,86.64854431152344,41.0542106628418,18.0,3.7039999961853027,7634.884765625,36.80324935913086,90.31999969482422,108.36000061035156
2010-03-16,87.3387680053711,41.31494140625,17.690000534057617,3.6530001163482666,7695.5947265625,36.7417106628418,90.29000091552734,110.4000015258789
2010-03-17,87.8564453125,41.427913665771484,16.90999984741211,3.6419999599456787,7847.8037109375,37.23405456542969,90.40299987792969,109.58999633789062
2010-03-18,87.81143188476562,41.56697082519531,16.6200008392334,3.671999931335449,7886.302734375,37.172515869140625,90.4800033569336,110.33999633789062
2010-03-19,87.36698913574219,41.31553268432617,16.969999313354492,3.687000036239624,7897.873046875,36.92634201049805,90.5199966430664,108.27999877929688
2010-03-22,87.83401489257812,41.689613342285156,16.8700008392334,3.6630001068115234,7835.94384765625,36.31089782714844,90.33999633789062,107.75
2010-03-23,88.45182800292969,41.97672653198242,16.350000381469727,3.680000066757202,7811.83447265625,36.68015670776367,90.36599731445312,108.31999969482422
2010-03-24,88.02242279052734,41.7766227722168,17.549999237060547,3.8289999961853027,7822.673828125,37.29560470581055,92.01399993896484,106.30000305175781
2010-03-25,87.87922668457031,41.71571350097656,18.399999618530273,3.9010000228881836,7838.06396484375,37.84949493408203,92.51300048828125,106.77999877929688
2010-03-26,87.82650756835938,41.75923538208008,17.770000457763672,3.8550000190734863,7876.8232421875,38.1572151184082,92.50700378417969,108.58999633789062
2010-03-29,88.38402557373047,41.95933151245117,17.59000015258789,3.864000082015991,7947.4130859375,38.280303955078125,92.48999786376953,108.75
2010-03-30,88.44428253173828,42.09851837158203,17.1299991607666,3.868000030517578,7962.18310546875,38.280303955078125,92.81999969482422,107.97000122070312
2010-03-31,88.14292907714844,41.8984375,17.59000015258789,3.8329999446868896,7920.02294921875,37.84949493408203,93.5199966430664,108.94999694824219
2010-04-01,88.74560546875,41.8984375,17.469999313354492,3.8589999675750732,8013.05224609375,38.2187614440918,93.8499984741211,110.26000213623047
2010-04-05,89.46885681152344,42.289913177490234,17.020000457763672,3.99399995803833,,,94.33000183105469,110.88999938964844
2010-04-06,89.67977142333984,42.41172790527344,16.229999542236328,3.9679999351501465,8089.6123046875,39.01884460449219,93.79399871826172,111.02999877929688
2010-04-07,89.16751861572266,42.30732345581055,16.6200008392334,3.86299991607666,8121.7421875,39.080379486083984,93.30899810791016,112.48999786376953
2010-04-08,89.47637939453125,42.403011322021484,16.479999542236328,3.8959999084472656,8057.5625,38.34184265136719,93.41999816894531,112.6500015258789
